language,family,code,true_value,simulated_mean,sd,z
Central Cagayan Agta,Austronesian,cent2084,0.797470238095238,0.7929027281746033,0.01329605891507106,0.34352359220200507
Kashmiri,Indo-European,kash1277,0.7957070707070709,0.880083080808081,0.012890958351520461,-6.545363641723197
Warázu,Tupian,paus1244,0.7244047619047621,0.7021229166666667,0.012678289564131551,1.7574803860872128
Wajarri,Pama-Nyungan,waja1257,0.8633333333333333,0.8588775,0.008629028487546493,0.516377172675236
Woleaian,Austronesian,wole1240,0.7,0.6999999999999998,1.1102230246251565e-16,1.0
Mali,,mali1284,0.875,0.875,0.0,
Malayalam,Dravidian,mala1464,0.7733901515151516,0.7733901515151514,1.1102230246251565e-16,1.0
S'gaw Karen,Sino-Tibetan,sgaw1245,0.5779380341880341,0.5779380341880339,2.394069237615407e-16,0.9274777915203365
Aniwa,Austronesian,aniw1237,0.7063330675172781,0.7080173524483557,0.011157495702650257,-0.1509554631222102
Temi,Atlantic-Congo,temi1247,0.8650793650793651,0.8650793650793653,2.638970003411226e-16,-0.8414063238233425
Waropen,Austronesian,waro1242,0.9,0.7914333333333332,0.035169446967502925,3.0869597343109767
Galibi Carib,Cariban,gali1262,0.8796296296296297,0.7989265432098767,0.03313816537613792,2.435351670912523
Tetum,Austronesian,tetu1245,0.7299127640036732,0.7551701101928374,0.012029496602831367,-2.099617882864642
Bannock,Uto-Aztecan,bann1248,0.6492063492063491,0.649206349206349,1.5230706153739353e-16,0.7289373279337945
Ida'an,Austronesian,idaa1241,0.6305555555555555,0.6541156249999999,0.004653210373235331,-5.0631859629555604
Copper Inuit,Eskimo-Aleut,copp1244,0.7090773809523809,0.6065974702380952,0.025483426865275938,4.021433665733797
Alamblak,Sepik,alam1246,0.5249999999999999,0.5250000000000002,3.134291540417134e-16,-1.0626545204637219
Spanish,Indo-European,stan1288,0.882051282051282,0.8727012820512821,0.010572398099670177,0.8843783512362874
Sula,Austronesian,sula1245,0.9263392857142857,0.926339285714286,2.755501081972613e-16,-1.2087344460380705
Bena (Tanzania),Atlantic-Congo,bena1262,0.7735294117647059,0.7947694444444444,0.01878367004002066,-1.1307711770108984
Maithili,Indo-European,mait1250,0.8659188034188036,0.9107426014957265,0.008104475611628173,-5.530746247494466
Yami,Austronesian,yami1254,0.7305194805194806,0.7371902597402598,0.008419512665180987,-0.792299921154141
Inanwatan,,inan1242,0.7609374999999999,0.73314375,0.011887129496066321,2.3381380685048847
Kuvi,Dravidian,kuvi1243,0.7083333333333334,0.6695208333333333,0.021703004384314075,1.788346871829962
Luguru,Atlantic-Congo,lugu1238,0.8362393162393162,0.8031042521367521,0.021602614775433644,1.5338450667668784
Bilua,Bilua,bilu1245,0.7083333333333333,0.7083333333333334,1.1102230246251565e-16,-1.0
Lubuagan Kalinga,Austronesian,lubu1243,0.9,0.9000000000000002,2.220446049250313e-16,-1.0
Pendau,Austronesian,pend1242,0.7713369963369964,0.8081236340048841,0.007533920539853077,-4.882801387842232
Kuanua,Austronesian,kuan1248,0.45595238095238094,0.47250396825396823,0.008668695071949463,-1.9093516572229687
Samoan,Austronesian,samo1305,0.8429166666666668,0.8434342708333333,0.0186278293135677,-0.027786606692255543
Nganasan,Uralic,ngan1291,0.7791666666666666,0.7791666666666668,1.7732315879219998e-16,-1.2522030762222047
Western Farsi,Indo-European,west2369,0.6904161810411811,0.8425733726343101,0.021023755559324533,-7.237393488702531
Western Apache,,west2615,0.6797619047619047,0.6244730158730158,0.019074843271940152,2.8985238882785986
Araki,Austronesian,arak1252,0.8776190476190475,0.8683031349206348,0.018302704430750202,0.5089910473974065
Waimaha,,waim1255,0.7375534188034187,0.8146778159340659,0.024886776113110232,-3.0990111688278645
Tesuque,,tesu1245,0.5602272727272727,0.560227272727273,2.2535066179978846e-16,-1.4779939172464398
Kambera,Austronesian,kamb1299,0.7603084415584416,0.7938512851731603,0.013563000506730948,-2.4731137920456696
Dieri,Pama-Nyungan,dier1241,0.7493506493506494,0.7856864177489179,0.018685807246068973,-1.9445650872756703
Narrinyeri,Pama-Nyungan,narr1259,0.7345238095238094,0.7592357142857141,0.010345869000982368,-2.388577002043841
Early Irish,Indo-European,oldi1245,0.5818191311612364,0.6557842372357174,0.03309641188369668,-2.2348376112310926
West Coast Bajau,Austronesian,west2560,0.85,0.8377454861111111,0.00594467515412564,2.0614270033551234
Iraya,Austronesian,iray1237,0.8678571428571429,0.8758781746031745,0.0027100191276464426,-2.9597694216267856
Avava,Austronesian,katb1237,0.6984690656565657,0.7506350220959596,0.024240825321758887,-2.1519876384971495
Danish,Indo-European,dani1285,0.8222853535353535,0.8200512716450217,0.011234300607296945,0.19886256994767595
Jurúna,Tupian,juru1256,0.8146258503401361,0.785670493197279,0.018038113956528105,1.6052319667477213
Pagu,,pagu1249,0.7440476190476191,0.8166610119047618,0.015485352825244492,-4.689166186692701
Fore,Nuclear Trans New Guinea,fore1270,0.5555555555555556,0.5555555555555556,0.0,
Bihari,Indo-European,biha1245,0.9375,0.9375,0.0,
Tsogo,Atlantic-Congo,tsog1243,1.0,1.0,0.0,
Yidiñ,Pama-Nyungan,yidi1250,0.7826388888888889,0.8124331597222222,0.019182928051170438,-1.55316595849482
North Azerbaijani,Turkic,nort2697,0.8041666666666666,0.8719711309523809,0.019334950087673917,-3.5068342032566107
Bit,Austroasiatic,bitt1240,0.7173941336441336,0.7174665923659672,0.004922407912900789,-0.014720178237095803
Avatime,Atlantic-Congo,avat1244,0.7604166666666666,0.7604166666666665,1.1102230246251565e-16,1.0
Nyamal,Pama-Nyungan,nyam1271,0.8743303571428571,0.8481318452380953,0.019377583469684108,1.3520009832881883
Hunza,Isolate,hunz1248,,,,
Maybrat-Karon,Maybrat-Karon,maib1239,0.5572916666666666,0.5430097222222223,0.008829346857703688,1.6175539000354455
Brooke's Point Palawano,Austronesian,broo1239,0.907967032967033,0.8909983974358977,0.003677903241021334,4.613671001965554
Landawe,Austronesian,land1259,0.7071428571428571,0.7071428571428571,0.0,
Baffin Inuktitut,,baff1241,0.7125,0.7125000000000002,2.4775641099174406e-16,-0.8962214298964415
Mori Atas,Austronesian,mori1269,0.875,0.875,0.0,
Oroko,Atlantic-Congo,orok1266,,,,
Wari',,wari1268,,,,
Waru,Austronesian,waru1266,0.8125,0.8125,0.0,
Basque,,basq1248,0.8408088235294118,0.8680884582652504,0.006640463241734873,-4.108092122909123
Igbo,Atlantic-Congo,nucl1417,0.6458333333333334,0.6960897023809525,0.030326511316974603,-1.6571760768106945
Paluai,Austronesian,balu1257,0.8166666666666668,0.853890625,0.013251898735482623,-2.8089528207504513
"!Kung, Southeastern Ju, or Ju'hoan",Kxa,juho1239,0.9375,0.9375,0.0,
Iloko,Austronesian,ilok1237,0.7222222222222222,0.7323374669312169,0.005231611003633293,-1.9334856322402028
Marathi,Indo-European,mara1378,0.7669402356902356,0.8531433776871277,0.013036723258112096,-6.6123319710152
Tuamotuan,Austronesian,tuam1242,0.7444196428571428,0.741206535218254,0.00950424505085342,0.3380707906516265
Kamayurá,Tupian,kama1373,0.875,0.9499192708333334,0.014653773291239751,-5.112626580494545
Kota (Gabon),Atlantic-Congo,kota1274,0.8876984126984127,0.8182337301587301,0.04930138336121058,1.408980393729399
Banjar,Austronesian,banj1239,0.7933150183150183,0.7783544642857143,0.0037180515884394265,4.023761820793707
Sa,Austronesian,saaa1241,0.6776041666666667,0.6776041666666668,9.453208419344605e-17,-1.174440439029407
Eel River Athabaskan,,wail1244,0.8466666666666667,0.8554916666666667,0.03157328226171264,-0.2795084757691351
Ding,Atlantic-Congo,ding1239,0.88270202020202,0.8348390467171717,0.01411530830824132,3.3908556894151034
Sardinian,Indo-European,sard1257,0.7982142857142858,0.837024107142857,0.014962459294439366,-2.5938129999120196
Pwo,Sino-Tibetan,pwoo1239,0.6664169164169165,0.6664169164169166,1.1102230246251565e-16,-1.0
Northwest Maidu,,nort2951,0.8074999999999999,0.79634625,0.02038807368138294,0.5470722822718033
Mangareva,Austronesian,mang1401,0.7955026455026454,0.7883481481481481,0.007980736830259062,0.8964707779074838
Aguaruna,,agua1253,0.7247252747252748,0.7532550366300366,0.011119540695334253,-2.565732046534333
Lauje,Austronesian,lauj1238,0.8246031746031747,0.8439940476190477,0.011053826074856258,-1.7542227355992854
Mandan,,mand1446,0.8062229437229438,0.8062229437229435,3.3306690738754696e-16,1.0
Urak Lawoi',Austronesian,urak1238,0.9375,0.9375,0.0,
Kerewe,Atlantic-Congo,kere1283,0.8125,0.8125,0.0,
Jicarilla Apache,,jica1244,0.6717261904761905,0.6988409804894179,0.019073951561691973,-1.4215612284391332
Western Dani,Nuclear Trans New Guinea,west2594,0.8708333333333333,0.8738916666666666,0.004046697899385234,-0.7557602295436706
Duma,Atlantic-Congo,duma1253,,,,
Tapirapé,Tupian,tapi1254,0.5104166666666666,0.5104166666666667,1.0035089682315739e-16,-1.1063409095203591
Momu-Fas,Baibai-Fas,fass1245,0.65,0.7879760416666666,0.03469193011799049,-3.9771797417265966
Totoli,Austronesian,toto1304,0.9722222222222223,0.981058564814815,0.0031975215905875763,-2.763497397047733
Kunzakh,Nakh-Daghestanian,kunz1243,0.9463675213675214,0.9141350560897437,0.00599555732731617,5.376058224132803
Asera,Austronesian,aser1237,0.8125,0.8125,0.0,
Movima,,movi1243,0.78125,0.78125,0.0,
Soga,Atlantic-Congo,soga1242,0.752754884004884,0.7249682778159341,0.008453560287526014,3.2869708435097493
Moronene,Austronesian,moro1287,0.2222222222222222,0.2885277777777777,0.01093104086173809,-6.065804381689284
Seri,,seri1257,0.843939393939394,0.8721246212121212,0.010372729091694587,-2.7172431694273245
Ekonda Mongo,Atlantic-Congo,ekon1238,0.8034774436090226,0.7501447368421054,0.016737057609227158,3.186504343362891
Karruwali,Pama-Nyungan,karr1236,0.8666666666666667,0.8666666666666669,2.220446049250313e-16,-1.0
Kalaallisut,,kala1399,0.5463796620046619,0.5463796620046619,6.338974866624357e-17,0.0
Tolowa-Chetco,,tolo1259,0.90625,0.8945930059523811,0.021394365874448106,0.544862797805153
Wang-The,Sino-Tibetan,wang1287,0.8072916666666666,0.8072916666666665,1.1102230246251565e-16,1.0
Gurindji,Pama-Nyungan,guri1247,0.7680555555555555,0.8397917534722221,0.026128920694373555,-2.745471148837536
Ratagnon,Austronesian,rata1245,0.75,0.7676694444444445,0.004506985319109289,-3.920457510595244
Baruya,Angan,baru1267,0.6537698412698413,0.6537698412698412,9.811507648687413e-17,1.1315519126906888
Mono-Alu,Austronesian,mono1273,0.8333333333333333,0.8333333333333335,2.220446049250313e-16,-1.0
Maba (Indonesia),Austronesian,maba1278,0.6149354118104119,0.642731653069153,0.013029787995760185,-2.1332842305481767
Suku,Atlantic-Congo,suku1259,0.8369776057276056,0.9152931833791208,0.016434061214290353,-4.765442736906404
Inxokvari,Nakh-Daghestanian,inxo1238,0.9343671442936149,0.915985259552539,0.006573787252443376,2.796239676640535
Ha,Atlantic-Congo,haaa1252,0.9180934343434343,0.8870573728354979,0.014517071655533058,2.137900965454506
Malapandaram,Dravidian,mala1468,0.6540343915343915,0.6621199404761906,0.01735256459928186,-0.4659569999315121
Ancient Greek,Indo-European,anci1242,0.8516534391534392,0.887429580026455,0.008527698919095465,-4.195286584626586
Uab Meto,Austronesian,uabm1237,0.6166666666666667,0.6305583333333332,0.011846985799386468,-1.1725908093336237
Karenic,Sino-Tibetan,kare1337,0.6474658613445379,0.6474658613445377,1.7480284358576703e-16,1.2702573961051447
Padoe,Austronesian,pado1242,0.9375,0.9375,0.0,
Slave,,slav1253,0.8125,0.8125,0.0,
Barí,,bari1297,0.6614265364265365,0.6675821632071632,0.004666545285401926,-1.3190971916383267
Okanagan,Salishan,okan1243,0.8424952651515152,0.842495265151515,2.1329577473145837e-16,1.0410173628830097
Cornish,Indo-European,corn1251,0.9428571428571431,0.9044642857142858,0.015390122395450229,2.4946427426858726
Gondi,Dravidian,gond1265,0.9125000000000001,0.9124999999999998,2.4912078702495763e-16,1.3369695534647592
Kwoma,,kwom1262,0.7598958333333332,0.7780878720238095,0.019427181076465967,-0.9364219450506918
Western Mari,Uralic,west2392,0.8020833333333334,0.8020833333333335,1.717081137647121e-16,-0.6465757501398396
Kumyk,Turkic,kumy1244,0.8240740740740741,0.8527953703703703,0.004892810138292985,-5.870102351103415
Umbundu,Atlantic-Congo,umbu1257,0.7976190476190477,0.8057739955357144,0.005614995790215097,-1.4523515638030986
Tundra Nenets,Uralic,nene1249,0.5800595238095239,0.580059523809524,1.1102230246251565e-16,-1.0
Fang (Equatorial Guinea),Atlantic-Congo,fang1246,0.7822916666666666,0.8014271081349207,0.013089114671668995,-1.4619355050553708
Selkup,Uralic,selk1253,0.9678030303030303,0.9678030303030307,4.440892098500626e-16,-1.0
Hupa-Chilula,,hupa1239,0.8366071428571429,0.8366071428571431,2.220446049250313e-16,-1.0
Abui,,abui1241,0.6666666666666666,0.6666666666666665,1.1102230246251565e-16,1.0
Warlmanpa,Pama-Nyungan,warl1255,0.8735119047619048,0.8637812500000002,0.003999898965472159,2.432725137785066
Tamil,Dravidian,tami1289,0.7791170634920634,0.8299582175925926,0.015157100279046216,-3.354279721353694
Puyuma,Austronesian,puyu1239,0.6714285714285714,0.6714285714285714,0.0,
Meru,Atlantic-Congo,meru1245,0.7643803529058948,0.8160489269449627,0.027362564650881355,-1.8882942698649274
Kélé,Atlantic-Congo,kele1257,,,,
Puinave,,puin1248,0.8424107142857142,0.8424107142857142,4.7623262199374886e-17,0.0
Paiwan,Austronesian,paiw1248,0.375,0.375,0.0,
Ndumu,Atlantic-Congo,ndum1239,,,,
Prakaa,Sino-Tibetan,prak1243,0.30000000000000004,0.2999999999999999,1.6373437276842733e-16,1.0170952554312156
Doutai,Lakes Plain,dout1240,0.7777777777777777,0.7902534722222222,0.02327019789037586,-0.5361232638938684
Chihuahua Pima Bajo,Uto-Aztecan,chih1238,,,,
Neverver,Austronesian,ling1265,0.8432158119658119,0.7957197382478632,0.017399452432155932,2.7297453125692113
Yinhawangka,Pama-Nyungan,yinh1234,0.821875,0.8218750000000002,2.9099705805182633e-16,-0.7630475937165156
Duna,,duna1248,0.7361111111111112,0.7248965277777778,0.012243644401135258,0.9159514084134557
East Kewa,Nuclear Trans New Guinea,east2516,0.7916666666666666,0.7751559027777778,0.02539879503882398,0.6500609128760196
Tabasco Chontal,,taba1266,0.7469846491228069,0.7469846491228067,2.220446049250313e-16,1.0
Watam,Lower Sepik-Ramu,wata1253,0.95,0.9499999999999997,2.220446049250313e-16,1.0
Mokpwe,Atlantic-Congo,mokp1239,0.9351851851851851,0.9172281746031747,0.007095773038467159,2.530663041879012
Ngamini-Yarluyandi-Karangura,Pama-Nyungan,ngam1265,0.6692708333333334,0.6973546006944444,0.010464444601003556,-2.6837322411184434
Western Canadian Inuktitut,,west2618,0.6517857142857143,0.6517857142857142,1.1102230246251565e-16,1.0
Tajio,Austronesian,taji1246,0.7416666666666667,0.7879963913690476,0.014128259190187809,-3.279223864646914
Kinshasa Lingala,Atlantic-Congo,ling1263,0.7887913012913012,0.8191611840705592,0.015387390840155292,-1.9736863185410263
Madurese,Austronesian,nucl1460,0.9250000000000002,0.8712664682539683,0.013771077021021618,3.9019120773202705
Setaman,Nuclear Trans New Guinea,seta1246,0.7529761904761905,0.7529761904761904,1.1102230246251565e-16,1.0
Pawnee,,pawn1254,0.7589646464646465,0.7589646464646462,2.220446049250313e-16,1.0
Sakata,Atlantic-Congo,saka1287,0.8541666666666666,0.8290416666666666,0.009822955328661986,2.5577842064178884
Suruí,Tupian,suru1262,0.8916170634920636,0.9105850198412698,0.010427323979929695,-1.81906272268085
Panamint,Uto-Aztecan,pana1305,0.8126322751322751,0.7818289682539682,0.020425150574808777,1.5081067219302635
Onondaga,,onon1246,0.7020833333333333,0.7020833333333336,2.4158514241300273e-16,-1.3786729765779688
Chamalal,Nakh-Daghestanian,cham1309,0.9743589743589745,0.902202590811966,0.012656454639962126,5.701152937346158
Huarijio,Uto-Aztecan,huar1255,0.875,0.875,0.0,
Pacoh,Austroasiatic,paco1243,0.4397321428571428,0.4397321428571429,8.154661802907738e-17,-1.3614580855202114
Wayampi,Tupian,waya1270,0.8633699633699634,0.8645372252747253,0.01593957106380113,-0.07323044642103115
Lala-Bisa,Atlantic-Congo,lala1264,0.8,0.8000000000000002,1.1102230246251565e-16,-1.0
Sangu (Tanzania),Atlantic-Congo,sang1330,0.7677083333333333,0.8061060763888889,0.01997625434902854,-1.922169310855959
Bacanese Malay,Austronesian,baca1243,0.8249603174603173,0.7911166666666667,0.010986556547009833,3.0804602560264147
Tubuai,Austronesian,tubu1240,0.625,0.625,0.0,
Routa,Austronesian,rout1237,0.8958333333333334,0.8958333333333336,2.220446049250313e-16,-1.0
Yorta Yorta,Pama-Nyungan,yort1237,0.8065476190476191,0.8065476190476188,2.220446049250313e-16,1.0
Manam,Austronesian,mana1295,0.7,0.6999999999999998,1.1102230246251565e-16,1.0
Blagar,,blag1240,0.78,0.7605672916666667,0.011565664490010338,1.680206818217667
Wik-Mungkan,Pama-Nyungan,wikm1247,0.825357142857143,0.8137103571428572,0.03253856361798148,0.3579379179432966
Eudeve,Uto-Aztecan,eude1234,0.6,0.5999999999999998,2.220446049250313e-16,1.0
Wanman,Pama-Nyungan,wanm1242,0.7541666666666667,0.75216875,0.008554687167047178,0.2335464322252032
Vlax Romani,Indo-European,vlax1238,0.825,0.8249999999999997,2.220446049250313e-16,1.0
East Uvean,Austronesian,wall1257,0.7334753787878788,0.7334753787878789,1.7469704139091163e-16,-0.6355133525935684
Bunun,Austronesian,bunu1267,0.75,0.772192803030303,0.015694983164710054,-1.4140061698315944
Nanggu,Austronesian,nang1262,0.6098214285714285,0.6309620535714285,0.011376982761793783,-1.858192584328644
Toda,Dravidian,toda1252,0.8125,0.8140434027777778,0.011134981277000825,-0.13860847534298407
Margany,Pama-Nyungan,marg1253,0.7916666666666667,0.7916666666666665,2.003329692115578e-16,1.1083777463036817
Myene,Atlantic-Congo,myen1241,0.8440757691329775,0.869558032763067,0.017554351760144117,-1.451620884568638
Kodava,Dravidian,koda1255,0.699702380952381,0.7343600694444444,0.01645267515446719,-2.1065077968583874
Tucano,,tuca1252,0.6533805315055315,0.6334735736485736,0.01939428015570205,1.026434479503235
Dakaka,Austronesian,daka1243,0.9122807017543861,0.8595326754385966,0.015098706303308717,3.493546086410755
Palauan,Austronesian,pala1344,0.8991596638655462,0.8550915587068161,0.017188992677397437,2.5637398296572234
Sa'a,Austronesian,saaa1240,0.8458333333333333,0.8141791666666666,0.006787436054538151,4.663641235412075
Edopi,Lakes Plain,edop1238,0.8472222222222222,0.8417743055555557,0.01344034342224448,0.40534058509620835
Warrongo,Pama-Nyungan,waru1264,0.7341269841269841,0.7341269841269841,9.222205069512406e-17,0.0
Western Panjabi,Indo-European,west2386,0.9451178451178451,0.9743159932659933,0.007896708941553315,-3.6975084638746663
Northern Yukian,,yuki1243,,,,
Telugu,Dravidian,telu1262,0.8610119047619048,0.8807417410714286,0.012010706602741675,-1.6426873923487586
Western Tawbuid,Austronesian,west2559,0.8256944444444446,0.8372670138888889,0.004543900749681407,-2.546835875597788
Chimariko,,chim1301,0.6926406926406927,0.7064729437229437,0.01907524066584152,-0.7251416285940068
Colloquial Malay,Austronesian,mala1479,0.6488247863247864,0.6306898237179487,0.004382658493281544,4.137890879391562
Modern Ossetic,Indo-European,osse1243,0.8031639928698752,0.8602221161191749,0.014677952720507197,-3.887335266421819
Dyirbal,Pama-Nyungan,dyir1250,0.6696047008547009,0.6676790258352758,0.016171041992086865,0.11908169061507587
'Are'are,Austronesian,area1240,0.49379960317460325,0.4850274057539682,0.00870511678937035,1.0077058852727427
Munggava,Austronesian,mung1271,0.7064914252414252,0.6314028237387613,0.02030399723026801,3.6982176785724805
Southwestern Alaya-Athima,Pama-Nyungan,kunj1248,0.32261904761904764,0.31656547619047615,0.018948767864202375,0.3194704516913617
Taliabu,Austronesian,tali1262,0.90625,0.90625,0.0,
Macushi,Cariban,macu1259,0.798051948051948,0.8792349837662337,0.016629770287906676,-4.88178936382078
Nakanai,Austronesian,naka1262,0.7887205387205388,0.7887117003367002,0.0043795128013701485,0.0020181203342567963
Ritarungo,Pama-Nyungan,rita1239,0.6572222222222223,0.7671494444444444,0.023478729137531698,-4.681992009801717
Fipa,Atlantic-Congo,fipa1238,0.8920634920634921,0.8535060515873015,0.014226056339096096,2.7103393630058177
Mundurukú,Tupian,mund1330,0.8440170940170941,0.8772250763125763,0.01803517428159353,-1.841289791658615
Ende (Papua New Guinea),,ende1235,0.8908399470899471,0.911798082010582,0.010449494072249065,-2.0056602526139393
Kalamang,,kara1499,0.7926387916277622,0.7729892643168379,0.010455316030485046,1.879381479587155
Lau,Austronesian,lauu1247,0.675,0.6750000000000002,1.1102230246251565e-16,-1.0
Dari,Indo-European,dari1249,0.6708754208754208,0.8390813822751322,0.018966353448602213,-8.868650574056861
Mele-Fila,Austronesian,mele1250,0.75,0.7902093749999999,0.010477289974201862,-3.8377648322235105
Neve'ei,Austronesian,vinm1237,0.7005753968253968,0.7331438392857144,0.021291415572628893,-1.529651344656754
Russian,Indo-European,russ1263,0.7812134502923976,0.815470911001462,0.010715310843580945,-3.197057109135234
Degexit'an,,dege1248,0.84375,0.84375,0.0,
Yámana,,yama1264,0.8537457912457912,0.843546525523088,0.008488475394860279,1.201542709174705
Sundanese,Austronesian,sund1252,0.8331228956228957,0.8369063446969697,0.007525451439215109,-0.5027537689444749
Epena,,epen1239,0.8585782638414217,0.8585782638414217,8.028992906867558e-17,0.0
South Tuvaluan,Austronesian,sout2865,0.5737026862026863,0.5784174183455434,0.005845692423686061,-0.8065309977229681
Biak,Austronesian,biak1248,0.7625,0.7624999999999998,1.1102230246251565e-16,1.0
Manggarai,Austronesian,mang1405,0.859375,0.859375,0.0,
Watut,Austronesian,watu1246,0.5684343434343434,0.5543627525252525,0.012675705083815865,1.110122933284186
Tiri-Mea,Austronesian,tiri1258,0.8581349206349206,0.949438244047619,0.02199631898791419,-4.150845578429044
Hopi,Uto-Aztecan,hopi1249,0.9444444444444445,0.9652861111111111,0.012892746968071469,-1.6165419765299318
Bukat,Austronesian,buka1261,0.7083333333333334,0.77546875,0.010525344536126432,-6.378453117257674
Cubeo,,cube1242,0.7604166666666666,0.7217686631944443,0.017224292562321997,2.243807885425989
Bila,Atlantic-Congo,bila1255,0.839896214896215,0.8749066315628815,0.013139782909899783,-2.6644592918113523
Cocopa,,coco1261,0.7520562770562772,0.7529816017316018,0.011286820619368174,-0.08198275728212805
Negerhollands,Indo-European,nege1244,0.9583333333333334,0.9119770833333333,0.009212951095167309,5.031639647399894
Badimaya,Pama-Nyungan,badi1246,0.83125,0.8312500000000003,2.220446049250313e-16,-1.0
Proto-Tupi-Guarani,Tupian,tupi1239,0.7677083333333333,0.7677083333333332,1.1102230246251565e-16,1.0
Ekari,Nuclear Trans New Guinea,ekar1243,0.7104166666666667,0.7104166666666669,2.220446049250313e-16,-1.0
Amis,Austronesian,amis1246,0.625,0.625,0.0,
Mungiki,Austronesian,mung1270,0.6333333333333333,0.7311666666666667,0.029038023178643853,-3.3691457828054014
Cofán,,cofa1242,1.0,1.0,0.0,
Standard Lebanese Arabic,Afro-Asiatic,stan1323,0.7604166666666666,0.8281219907407408,0.01751529827476479,-3.865496494091726
Komi-Zyrian,Uralic,komi1268,0.8943865740740741,0.8537205439814815,0.008855514663598808,4.592170149043182
Kadar,Dravidian,kada1242,0.698015873015873,0.6980158730158729,1.1102230246251565e-16,1.0
Menui,Austronesian,menu1237,0.6833333333333333,0.6833333333333335,1.1102230246251565e-16,-1.0
Araweté,Tupian,araw1273,0.8735714285714286,0.859810476190476,0.011262850456115688,1.2218001503767095
Malua Bay,Austronesian,malu1245,0.7625811688311688,0.7928584415584415,0.03562670921516642,-0.8498475832952772
Tubar,Uto-Aztecan,tuba1279,0.8888888888888888,0.8888888888888892,3.2718632310782814e-16,-1.0179731971185753
Meta',Atlantic-Congo,meta1238,0.8683333333333334,0.8683333333333335,1.7399004924953706e-16,-0.6380957011126949
Tigak,Austronesian,tiga1245,0.5,0.5,0.0,
Puelche,,puel1244,0.8461399711399711,0.8037743777056278,0.012992934062102071,3.26066408340482
Ket,,kett1243,0.990909090909091,0.9842045454545455,0.006564362246159654,1.0213551908211373
Nyulnyul,,nyul1247,0.9207792207792207,0.8951431277056278,0.012955390452496931,1.9787974100504253
Wiyot,Algic,wiyo1248,0.6369047619047619,0.6369047619047622,3.3306690738754696e-16,-1.0
Balinese,Austronesian,bali1278,0.7624999999999998,0.7767529761904761,0.01013301493834277,-1.4065878987845757
Middle English,Indo-European,midd1317,0.5793650793650794,0.6942478174603175,0.03638297438940976,-3.1575961015622127
Wayuu,Arawakan,wayu1243,0.5708333333333333,0.5798557870370371,0.005589398131659086,-1.6142084516397999
Cotabato Manobo,Austronesian,cota1241,0.875,0.875,0.0,
Quechan,,quec1382,0.8134199134199133,0.7992062770562769,0.022802088514431513,0.6233480040497394
Tuvalu,Austronesian,tuva1244,0.6821913380736909,0.6784522967840982,0.003614317534820413,1.0345082449371639
Pangasinan,Austronesian,pang1290,0.638888888888889,0.6444060416666666,0.002156686853000667,-2.558161269496058
Vao,Austronesian,vaoo1237,0.8622023809523809,0.8622023809523809,5.484097192022683e-17,0.0
Finnish,Uralic,finn1318,,,,
Eastern Panjabi,Indo-European,panj1256,0.7929920705656001,0.8667062227668846,0.010779990413818765,-6.838053594814988
Kansa,,kans1243,0.7049013486513487,0.7049013486513489,2.287436659868693e-16,-0.9707136762325801
Potawatomi,Algic,pota1247,0.6767045454545455,0.6767045454545453,1.8144590610243363e-16,1.2237509773280753
Burmish,Sino-Tibetan,burm1266,0.82027557817999,0.8202755781799898,2.1613735616745382e-16,1.0273309938750284
Vaeakau-Taumako,Austronesian,pile1238,0.7232142857142856,0.7441327380952379,0.006654281743794268,-3.14360785827272
Maca,,maca1260,0.8035714285714286,0.829857142857143,0.013668387978542775,-1.92310273362
Tuyuca,,tuyu1244,0.5921428571428571,0.6247536904761906,0.012746382617319215,-2.558438288916836
Tupinambá,Tupian,tupi1273,0.7058673469387754,0.7348028911564626,0.018201464363854412,-1.5897371573657098
Marshallese,Austronesian,mars1254,0.5,0.5,0.0,
Usarufa,Nuclear Trans New Guinea,usar1243,0.9665178571428572,0.8734863591269841,0.031022678005106587,2.9988222809313667
Warta Thuntai,,gunt1241,0.8452380952380952,0.845238095238095,2.220446049250313e-16,1.0
Lo-Toga,Austronesian,loto1240,0.9008928571428573,0.9010354910714286,0.007429649157846741,-0.01919793593761252
