language,family,code,true_value,simulated_mean,sd,z
Isnag,Austronesian,isna1241,0.875,0.863875,0.00454898747382724,2.445599172125255
Bandjalangic,Pama-Nyungan,band1339,0.78234126984127,0.8168246031746033,0.009084921588244458,-3.795666588686184
Ems-Weser Frisian,Indo-European,sate1242,0.8722222222222221,0.8524048611111111,0.011948978286007363,1.6584983784193292
Foi,East Kutubu,foii1241,0.6458333333333333,0.6448958333333332,0.016096699433079086,0.05824175346614546
Kutenai,,kute1249,0.5921378968253967,0.592148189484127,0.013780531749681217,-0.0007468985172101541
Kunza,,kunz1244,0.8373015873015874,0.8373015873015871,3.3306690738754696e-16,1.0
Waorani,,waor1240,0.662121212121212,0.6418405303030302,0.006695726083883963,3.028899564305001
Ossetic,Indo-European,osse1245,0.7916666666666666,0.7916666666666665,1.1102230246251565e-16,1.0
Itbayat,Austronesian,ivat1242,0.7208333333333332,0.728849255952381,0.005471848431864915,-1.4649387165711085
O'du,Austroasiatic,oduu1239,0.8888888888888888,0.8415044270833333,0.01564479813392678,3.028767862641782
Rade,Austronesian,rade1240,0.7585227272727273,0.7585227272727273,0.0,
Chenchu,Dravidian,chen1255,0.6790476190476191,0.7346748809523809,0.022274136135334115,-2.497392561793613
Malgana,Pama-Nyungan,malg1242,0.825,0.8249999999999997,2.220446049250313e-16,1.0
Mongo,Atlantic-Congo,mong1338,0.7845328282828282,0.712847601010101,0.018459057346003383,3.883471724965844
Ampibabo,Austronesian,ampi1237,0.811111111111111,0.8395125152625154,0.010905383320590139,-2.6043471665760234
Balaesang,Austronesian,bala1314,0.5297619047619048,0.5297619047619048,0.0,
Nguna,Austronesian,ngun1274,0.7410714285714286,0.855759375,0.028988285753000997,-3.956354901624301
Tetela,Atlantic-Congo,tete1250,0.8685064935064937,0.8449126262626264,0.006604208439004487,3.5725503611487723
Hawaiian,Austronesian,hawa1245,0.5424663299663299,0.5526438552188553,0.008733461632014964,-1.1653483671602527
Yau (Morobe Province),Nuclear Trans New Guinea,yaum1237,0.7291666666666666,0.7291666666666665,1.1102230246251565e-16,1.0
Komo (Democratic Republic of Congo),Atlantic-Congo,komo1260,0.8664682539682539,0.7532465277777777,0.018987458925477107,5.962974120700105
Ili'uun,Austronesian,iliu1237,0.7458333333333332,0.6581479166666668,0.013465020107413711,6.51208954514577
Patani,Austronesian,pata1260,0.8607112794612796,0.8675333543771044,0.007213371510197005,-0.9457539939792389
Bengali,Indo-European,beng1280,0.7208527583527583,0.8424333758255633,0.012354545645229973,-9.840962263128363
Ketengban,Nuclear Trans New Guinea,kete1254,0.9077380952380952,0.907738095238095,2.220446049250313e-16,1.0
Latvian,Indo-European,latv1249,0.8178571428571427,0.7980116898148147,0.009846002464490085,2.0155848136237253
Mescalero-Chiricahua Apache,,mesc1238,0.6555555555555556,0.6678016203703704,0.006301305158907606,-1.9434171978647365
Jamaican Creole English,Indo-European,jama1262,0.9432198236546063,0.9254505802168846,0.00881330451147058,2.0161839880370502
Old Aramaic-Sam'alian,Afro-Asiatic,olda1245,0.5615384615384615,0.6160216346153846,0.015176737577945425,-3.5899133655771376
Breton,Indo-European,bret1244,0.9326923076923078,0.9234615193833945,0.0032925484617399524,2.8035390871772634
Wambayan,,wamb1258,0.7445436507936507,0.7439482886904761,0.02226755475716608,0.026736752628079674
Sake,Atlantic-Congo,sake1247,0.75,0.810125,0.05236798879086345,-1.1481250547947315
Konawe,Austronesian,kona1243,0.8125,0.8125,0.0,
Minangkabau,Austronesian,mina1268,0.7694444444444445,0.7694444444444444,1.1102230246251565e-16,1.0
Welsh,Indo-European,wels1247,0.8190476190476191,0.8789628637566137,0.012377999705105289,-4.840462605947761
Lalomerui,Austronesian,lalo1239,0.8125,0.8125,0.0,
Njebi,Atlantic-Congo,njeb1242,0.9733333333333334,0.8993685714285714,0.034041497032025574,2.1727822908368974
East Ambae,Austronesian,east2443,0.6571428571428571,0.6571428571428573,1.1102230246251565e-16,-1.0
Dehong,Tai-Kadai,deho1238,0.8333333333333333,0.8333333333333335,2.220446049250313e-16,-1.0
South Slavey,,sout2959,0.8704184704184704,0.8440746482683983,0.008350587541214961,3.154726780606777
Karadjeri,Pama-Nyungan,kara1476,0.7361111111111112,0.6424174933862434,0.017639698168188157,5.311520459790915
Bagvalal,Nakh-Daghestanian,bagv1239,0.8409090909090909,0.7900448457792209,0.008770337357087711,5.799576807471877
Kriol (Roper River),Indo-European,krio1252,0.854591836734694,0.8555229591836734,0.0052593365559362665,-0.1770418072843139
Bierebo,Austronesian,bier1244,0.3125,0.3125,0.0,
Munsee,Algic,muns1251,0.6493999421631,0.6493999421631002,1.1102230246251565e-16,-1.0
Luba-Lulua,Atlantic-Congo,luba1249,0.6736111111111112,0.6552676091269841,0.009193445205029016,1.9952805042110595
Tanala,Austronesian,tana1285,0.6429876373626374,0.6603141758241757,0.011937867358039887,-1.4513931125117816
Woiwurrung-Thagungwurrung,Pama-Nyungan,woiw1237,0.6666666666666666,0.6666666666666665,1.369675085642109e-16,0.810574008582977
Rejang,Austronesian,reja1240,0.79375,0.8611875,0.011657799829942195,-5.78475363994429
Blood,Algic,bloo1239,0.6108630952380952,0.6108630952380952,7.447602459741819e-17,0.0
Muduapa,Austronesian,mudu1242,0.6884920634920635,0.7019571428571428,0.013049357839837333,-1.0318576232136796
Comanche,Uto-Aztecan,coma1245,0.7716666666666667,0.7843470833333334,0.015022075832799835,-0.8441188027409422
Numbami,Austronesian,numb1247,0.8106398809523809,0.8464832589285716,0.014934158622012039,-2.400093562911518
Djinang,Pama-Nyungan,djin1253,0.901751893939394,0.8967220643939395,0.010239405386346165,0.49122281574685733
