language,language_family,code,true_value,simulated_mean,simulated_sd,z
Lamba,Atlantic-Congo,lamb1271,1.75184,3.5457305299999997,0.18474886839333848,-9.709886429078026
Bengali,Indo-European,beng1280,1.6666599999999998,4.04482831,0.22780441388973105,-10.439518134846828
Bezhta,Nakh-Daghestanian,bezh1248,3.0,3.7130805899999997,0.16751705735581646,-4.256764064840113
Kómnjo,,komn1238,1.92257,3.87172813,0.17981350036079913,-10.839887584018877
South Efate,Austronesian,sout2856,3.75,3.75,0.0,
Mundurukú,Tupian,mund1330,3.41543,3.24301719,0.2718253014654889,0.6342780052867507
Yuwaalaraay-Gamilaraay,Pama-Nyungan,gami1243,2.09436,3.34101623,0.23674691979471899,-5.26577592257996
Padoe,Austronesian,pado1242,2.0,2.0,0.0,
Farafi,Austronesian,butm1237,2.4,2.69473028,0.2696746320956452,-1.0929106594478206
Taumako,Austronesian,taum1237,3.29176,3.8433381,0.1410155263160408,-3.911470704040175
Yansi,Atlantic-Congo,yans1239,2.4,2.29485211,0.05641408795547339,1.8638587241362714
Old Russian,Indo-European,oldr1238,2.0,3.50833142,0.23734164031367022,-6.3551065797244535
Modern Greek,Indo-European,mode1248,2.0,3.34647717,0.15472197311852992,-8.702559454619198
Dehu,Austronesian,dehu1237,1.37878,1.3787799999999992,6.661338147750939e-16,1.0
Panare,Cariban,enap1235,2.3966000000000003,3.9502350099999997,0.17947726654481871,-8.656444573229717
Mairasi,Mairasic,nucl1594,2.9183,2.8341904999999996,0.07634707651213635,1.1016728320517943
Nese,Austronesian,nese1235,2.0,3.0678017200000003,0.26757639419358664,-3.9906424601396835
Termanu,Austronesian,term1237,2.15185,3.4183080799999996,0.2579863763195909,-4.909011468230106
Kilivila,Austronesian,kili1267,2.5,2.5,0.0,
Kadar,Dravidian,kada1242,3.0,3.0,0.0,
Siona-Tetete,,sion1247,1.3333300000000001,2.1855873200000002,0.14350262604084144,-5.938966717984967
Daakie,Austronesian,port1286,2.22222,2.9513189300000002,0.21060899630536936,-3.4618603326082713
Sibe,South Bougainville,sibe1248,3.0,3.0,0.0,
Woleaian,Austronesian,wole1240,1.0,1.0,0.0,
Bende,Atlantic-Congo,bend1258,2.04276,2.80946893,0.16058819301665703,-4.774379209313808
Paicî,Austronesian,paic1239,2.1686,3.62333435,0.16163322914666248,-9.00021831946453
Mbere,Atlantic-Congo,mber1257,2.22222,2.8516795000000004,0.3060914138219986,-2.056442851958108
Old Aramaic-Sam'alian,Afro-Asiatic,olda1245,2.0,2.5767927,0.2165501904882792,-2.663552032438498
Lardil,,lard1243,2.24097,3.81691129,0.18911161055428594,-8.333392568446316
Kaure-Narau,Kaure-Narau,kaur1271,3.0,3.0,0.0,
Vao,Austronesian,vaoo1237,2.5,2.5,0.0,
Aghul,Nakh-Daghestanian,aghu1253,1.5,2.63384119,0.11971144180521721,-9.471452126062234
Belarusian,Indo-European,bela1254,2.0,3.3483393100000005,0.1525625533937601,-8.837944043319535
Pumé,,pume1238,2.7107799999999997,2.9681264,0.09935590146558983,-2.590147099506995
Tajio,Austronesian,taji1246,1.3333300000000001,2.6370981000000002,0.1281016848226049,-10.177603064358264
Shina (Nakh-Daghestan),Nakh-Daghestanian,shin1265,2.33334,3.08278299,0.11962751223510373,-6.26480460888563
Church Slavic,Indo-European,chur1257,2.0,1.7805709299999999,0.41268800137153866,0.5317069293770197
Wawonii,Austronesian,wawo1239,1.3333300000000001,2.6367718800000004,0.12976800380858758,-10.044401098460476
Mali,,mali1284,2.5,2.5,0.0,
Routa,Austronesian,rout1237,2.0,2.0,0.0,
Minigir,Austronesian,mini1251,1.5,2.6413884100000002,0.11527896318657584,-9.901098851424388
Western Low Navarrese,,west1508,2.5,3.324442,0.11995178181252665,-6.873111741587342
Tokelau,Austronesian,toke1240,2.2510000000000003,3.8556299099999998,0.17975510766009378,-8.926755578118309
Lower Grand Valley Dani,Nuclear Trans New Guinea,lowe1415,2.75,2.75,0.0,
Guajá,Tupian,guaj1256,2.90172,4.1488342000000005,0.22240578558113097,-5.607382005559689
Hanunoo,Austronesian,hanu1241,1.3333300000000001,2.63835059,0.12401159093307326,-10.523375921403145
Yaka-Pelende-Lonzo,Atlantic-Congo,yaka1269,1.45282,3.05395418,0.20148942513870946,-7.946492372479331
Dakota,,dako1258,3.75,3.75,0.0,
Central Aymara,,cent2142,3.0,1.8155050799999999,0.4845282579018417,2.444635376126941
Madak linkage,Austronesian,mada1284,2.0584000000000002,3.4443598100000004,0.3208868888170158,-4.319153752618222
Bushoong,Atlantic-Congo,bush1247,2.33334,3.7672507800000004,0.17199467131394391,-8.336948866181242
Luba-Katanga,Atlantic-Congo,luba1250,2.81128,2.8112799999999987,1.3322676295501878e-15,1.0
Gondi,Dravidian,gond1265,2.5,2.5,0.0,
Eudeve,Uto-Aztecan,eude1234,3.0,3.0,0.0,
Xibe,,xibe1242,2.66666,4.11054642,0.23452950706293568,-6.156523492852162
Marshallese,Austronesian,mars1254,2.0,2.0,0.0,
Unua,Austronesian,unua1237,1.4285700000000001,3.38655391,0.2915573220168067,-6.715605344622876
Atchin,Austronesian,atch1238,1.40073,2.93233547,0.14575573641397138,-10.508028758813147
Shipibo-Conibo,Pano-Tacanan,ship1254,2.7295800000000003,3.9316388799999995,0.20272192429075253,-5.929594858600269
Tetela,Atlantic-Congo,tete1250,2.24012,3.0877058799999997,0.13884348992021772,-6.104613766817872
Buin,,buin1247,2.0,2.9526977999999997,0.21060437954933417,-4.523637172401868
Puinave,,puin1248,3.0,3.0,0.0,
Cruzeño,,cruz1243,3.0,3.0,0.0,
Wajarri,Pama-Nyungan,waja1257,2.0,3.0677483800000003,0.2761027954573725,-3.8672132175671865
Aniwa,Austronesian,aniw1237,2.125,3.80337187,0.2767895952336415,-6.063710120979315
Loloda-Laba,North Halmahera,lolo1264,3.0,3.0,0.0,
Meriam,,meri1244,2.1265400000000003,2.91041165,0.08413238866439902,-9.317121056990722
Balaesang,Austronesian,bala1314,2.0,2.0,0.0,
Cogui,,cogu1240,4.0,3.142,0.5512132073889376,1.556566476453444
Chamalal,Nakh-Daghestanian,cham1309,2.33334,3.0834424,0.11167423058987241,-6.716879946590163
Tonsea,Austronesian,tons1240,1.6666699999999999,2.6431991,0.10906163976022923,-8.953919106175995
Erave,Nuclear Trans New Guinea,erav1244,1.75,2.96120823,0.20722676363628104,-5.844844597997394
Mongo,Atlantic-Congo,mong1338,2.70053,3.4080823099999997,0.16751013400437567,-4.223937340898534
Muruwari,Pama-Nyungan,muru1266,2.28571,3.5437243499999997,0.28841824539612176,-4.361771039388328
Niuafo'ou,Austronesian,niua1240,2.5,2.5,0.0,
Biak,Austronesian,biak1248,2.5,2.5,0.0,
Batanga,Atlantic-Congo,bata1285,1.6666599999999998,3.4145562100000006,0.14427655717799723,-12.114901021955923
Eastern Bolivian Guaraní,Tupian,east2555,2.77043,3.27715866,0.10624075325318622,-4.769626009638658
Mokpwe,Atlantic-Congo,mokp1239,2.33333,3.55820301,0.17861579924642695,-6.857584912240077
Rundi,Atlantic-Congo,rund1242,1.26226,3.6362489100000004,0.20162665221471068,-11.774182053431893
Wayuu,Arawakan,wayu1243,2.51665,2.2904708499999997,0.10686448957056545,2.1165042841536996
Malua Bay,Austronesian,malu1245,1.875,3.6186576599999998,0.2544821681688609,-6.851787190224664
Hindi,Indo-European,hind1269,1.83333,4.11088437,0.22223635778063658,-10.248342767784699
Kamba (Kenya),Atlantic-Congo,kamb1297,2.16666,3.2562694000000003,0.12628081735101337,-8.62846331578053
Ngoni,Atlantic-Congo,ngon1269,-0.0,0.0,0.0,
Malacca-Batavia Portuguese Creole,Indo-European,mala1533,2.0,3.33679732,0.1552383102040782,-8.61125915531179
Marra,Other,mara1385,2.9183,2.9183000000000003,4.440892098500626e-16,-1.0
Japanese,,nucl1643,1.6666699999999999,2.6434972699999997,0.10782301134380873,-9.05954357818156
Tiri-Mea,Austronesian,tiri1258,1.9371,2.62203581,0.2903893139868337,-2.358681180778763
Mwotlap,Austronesian,motl1237,3.25019,3.12512501,0.09636227436087165,1.2978625798270182
Seneca,,sene1264,3.0,3.0,0.0,
Avatime,Atlantic-Congo,avat1244,3.0,3.0,0.0,
Chuukese,Austronesian,chuu1238,2.5,2.5,0.0,
Moronene,Austronesian,moro1287,0.66666,2.0450853399999995,0.10654359879356615,-12.937664539291294
Idi,,nucl1597,2.0,2.0,0.0,
Hopi,Uto-Aztecan,hopi1249,2.33333,2.1527884,0.2437265462592042,0.7407547629546822
Central Sama,Austronesian,cent2092,1.3333300000000001,2.6357024300000003,0.12454800689932817,-10.456790617715018
Pangasinan,Austronesian,pang1290,1.0,2.1079122,0.0808960086948669,-13.695511285098794
Songoora,Atlantic-Congo,song1300,2.14884,2.14884,0.0,
Spokane,Salishan,spok1245,3.5,3.0825,0.35769225599668764,1.1672044697659494
Karadjeri,Pama-Nyungan,kara1476,1.86166,3.25289648,0.2083284094952237,-6.678092936872811
Old English (ca. 450-1100),Indo-European,olde1238,1.38394,3.45205104,0.2662790909615669,-7.766704597540101
Mungiki,Austronesian,mung1270,1.0,0.93064216,0.4749836856096579,0.14602152053070375
Ute,Uto-Aztecan,utee1244,3.0,3.0,0.0,
Tirax,Austronesian,maee1241,2.0,2.0,0.0,
Kambera,Austronesian,kamb1299,2.98374,4.119111520000001,0.18568139718369636,-6.114621804987641
Abui,,abui1241,2.0,2.0,0.0,
Motu,Austronesian,motu1246,2.5,2.5,0.0,
Tzeltal,,tzel1254,2.55184,2.96719775,0.30149958731885107,-1.3776395307657197
Movono,Austronesian,tang1347,3.0,3.0,0.0,
Bininj Kun-Wok,,gunw1252,1.81128,1.8112800000000002,2.220446049250313e-16,-1.0
Buli,Austronesian,buli1256,2.16667,3.34768051,0.15044211078099076,-7.850265486631471
Neve'ei,Austronesian,vinm1237,2.41345,3.97176742,0.2561642261170431,-6.083274950687278
Lelepa,Austronesian,lele1267,3.58208,3.43047561,0.11388379008282039,1.3312200962906835
Atsugewi,,atsu1245,2.0,2.5697867899999993,0.05561010848034643,-10.246101033976077
Mocoví,,moco1246,2.10161,2.2846351399999993,0.07868099234364286,-2.326167153569043
Ganda,Atlantic-Congo,gand1255,2.33963,3.39042953,0.2882755416643582,-3.6451220382180574
Midob,,mido1240,1.0,3.72006078,0.26106467589084437,-10.419106953930848
Ketengban,Nuclear Trans New Guinea,kete1254,2.5,2.5,0.0,
Slaveyic,,hare1243,3.0,3.0,0.0,
Colloquial Malay,Austronesian,mala1479,1.93494,2.28517454,0.09373247616055172,-3.7365335297457936
Lavatbura-Lamusong,Austronesian,lava1239,1.0,2.42969416,0.3358833234721462,-4.256520226192653
Meyah,,meya1236,3.0,3.0,0.0,
Margany,Pama-Nyungan,marg1253,3.0,3.0,0.0,
Tigak,Austronesian,tiga1245,2.0,2.0,0.0,
Mescalero-Chiricahua Apache,,mesc1238,2.9266199999999998,3.08854045,0.12481089478766466,-1.2973262492466577
Lala-Bisa,Atlantic-Congo,lala1264,1.0,1.0,0.0,
Zinza,Atlantic-Congo,zinz1238,2.0,2.0,0.0,
Nakanai,Austronesian,naka1262,3.9183,3.67921129,0.1406658347994846,1.699692824066444
Batlux,Nakh-Daghestanian,batl1238,1.6666699999999999,2.6465582800000003,0.10962354314307492,-8.938666384109675
Kamano,Nuclear Trans New Guinea,kama1370,1.75,2.5432200000000003,0.23305817020692499,-3.4035279659825926
Archi,Nakh-Daghestanian,arch1244,3.0,3.73066903,0.15033585885196885,-4.8602444924298975
Bena (Tanzania),Atlantic-Congo,bena1262,1.8827800000000001,3.3364793400000003,0.20864378440865283,-6.967374293560373
Erzya,Uralic,erzy1239,2.5,3.1785626300000005,0.12340818060154321,-5.498522275366201
Ingush,Nakh-Daghestanian,ingu1240,2.33334,3.0886055100000003,0.11382552621683723,-6.6352911785465585
Plains Cree,Algic,plai1258,3.0,3.0,0.0,
Watut,Austronesian,watu1246,3.16666,3.66589151,0.1641887427688631,-3.0405952416774014
Amis,Austronesian,amis1246,2.0,2.0,0.0,
Old Norse,Indo-European,oldn1244,1.5,3.8086244300000005,0.30653323375398484,-7.531400108651315
Yulparija,Pama-Nyungan,yulp1239,2.25,3.48624292,0.23806375308365108,-5.1929069586902115
Standard Lebanese Arabic,Afro-Asiatic,stan1323,2.0,4.20478171,0.23680582618249893,-9.310504498740004
Luvale,Atlantic-Congo,luva1239,1.53064,2.91957429,0.1438486962127078,-9.655522271444122
Inanwatan,,inan1242,3.0,3.28721077,0.18865180188195155,-1.5224385197217554
Bwaidoga,Austronesian,bwai1243,1.81128,1.8112800000000002,2.220446049250313e-16,-1.0
Nunamiut,Eskimo-Aleut,nort2944,2.16667,3.34989326,0.14638303911714773,-8.083062540142288
Kickapoo,Algic,kick1244,3.5,3.5,0.0,
Frisian,Indo-European,fris1239,2.33333,3.34811081,0.14430703472888595,-7.0320952260331575
I'saka,Sko,kris1246,2.0,2.0,0.0,
Teiwa,,teiw1235,2.06924,3.6404885599999997,0.1424657225655575,-11.028958627412768
Turkish,Turkic,nucl1301,2.16667,3.1122042899999998,0.12787567392469884,-7.394168577807765
Itonama,,iton1250,2.0,1.72175021,0.4066662113164258,0.6842215612142282
Kalamang,,kara1499,2.96854,3.85261799,0.19523108050323312,-4.528367039311445
Aneityum,Austronesian,anei1239,2.7932,3.64026923,0.14109958414576246,-6.003343207056782
Rahambuu,Austronesian,raha1237,2.0,2.0,0.0,
Dyirbal,Pama-Nyungan,dyir1250,3.0,4.114341829999999,0.22753186727830257,-4.897519821419154
Latvian,Indo-European,latv1249,2.83333,3.58977709,0.16571769087406418,-4.564673125785079
Fordata,Austronesian,ford1242,1.0,1.0,0.0,
North Marquesan,Austronesian,nort2845,3.65433,3.2480281100000004,0.23662588949125557,1.7170643959270324
Walloon,Indo-European,wall1255,2.27043,3.51306589,0.16116533481368722,-7.7103174292196925
Winnebago-Chiwere,,winn1245,3.5,3.5,0.0,
Blagar,,blag1240,1.8,3.26545821,0.13215498844045162,-11.088936008346957
Nivaclé,,niva1238,1.2,2.11705068,0.07755326638084052,-11.82478472920332
Sa,Austronesian,saaa1241,3.25,3.25,0.0,
Ibaloi,Austronesian,ibal1244,1.0,2.5465104000000003,0.10822693661764614,-14.289514683979752
Maba (Indonesia),Austronesian,maba1278,2.27043,3.3393174500000002,0.14338833654310068,-7.454493690138502
Big Nambas,Austronesian,bign1238,2.42765,3.63596934,0.27990137994866054,-4.316946705377551
Herero,Atlantic-Congo,here1253,2.51285,3.14571562,0.15038409764072666,-4.208328074102224
Kumbainggar,Pama-Nyungan,kumb1268,1.77778,3.4293243100000006,0.21911852989449318,-7.537218832178313
Wayampi,Tupian,waya1270,2.79727,3.51141548,0.28893638999885346,-2.471635642719956
Huron-Wyandot,,wyan1247,3.0,3.0,0.0,
Algonquin,Algic,algo1255,2.5,2.5,0.0,
Basque,,basq1248,2.0,3.14722597,0.1391820466226126,-8.242628972906717
Kagulu,Atlantic-Congo,kagu1239,1.93872,2.77600886,0.10144615040749648,-8.253530140244017
Banjar,Austronesian,banj1239,1.3333300000000001,2.62977596,0.1311872993108647,-9.8824045224676
Luburua,Austronesian,lubu1242,1.54086,3.0231004400000003,0.26312709318579564,-5.633173011771089
Dandami Maria,Dravidian,dand1238,2.25,3.6533868099999998,0.2732172432360811,-5.136523571418088
Toba,,toba1269,1.6666699999999999,2.64320383,0.1118903228417503,-8.727598644800945
Cha'palaa,,chac1249,3.0,3.0,0.0,
Sundanese,Austronesian,sund1252,1.5,3.78993188,0.19309240667583386,-11.859253915895144
Bardic,,bard1254,2.5,2.5,0.0,
Akhvakh,Nakh-Daghestanian,akhv1239,2.33334,3.0842329200000003,0.11445788887566288,-6.560429581360748
West Kewa,Nuclear Trans New Guinea,west2599,1.75,2.96013223,0.21106319448574423,-5.733506654007057
Assiniboine,,assi1247,3.75,3.75,0.0,
Kiramang,,kira1248,2.0,2.0,0.0,
Menominee,Algic,meno1252,2.5,2.5,0.0,
Ga'dang,Austronesian,gada1258,1.0,2.54927275,0.10521703394668326,-14.724543088575038
Burmese,Sino-Tibetan,nucl1310,3.5,3.5,0.0,
Tok Pisin,Indo-European,tokp1240,1.6,2.9496634299999998,0.10177316859533804,-13.261485798544983
Prakaa,Sino-Tibetan,prak1243,2.58641,2.5864100000000003,4.440892098500626e-16,-1.0
Nuu-chah-nulth,,nuuc1236,1.9183,1.9182999999999992,6.661338147750939e-16,1.0
Zulu,Atlantic-Congo,zulu1248,2.22957,3.83640576,0.18517833256248528,-8.677234197784996
Baruya,Angan,baru1267,2.5,2.5,0.0,
South Saami,Uralic,sout2674,2.0,2.0,0.0,
Cayubaba,,cayu1262,2.5,2.14472916,0.46538306436493193,0.7633944318210367
Chipaya,,chip1262,2.5,2.5,0.0,
Kamayurá,Tupian,kama1373,2.66666,3.1179574,0.11606639600435607,-3.888269262561254
Neverver,Austronesian,ling1265,2.7910399999999997,3.7198265700000004,0.17566887403502962,-5.2871436394292255
Dehong,Tai-Kadai,deho1238,2.0,2.0,0.0,
Muna,Austronesian,muna1247,1.6666699999999999,2.64192587,0.10677619506914032,-9.13364509166577
English,Indo-European,stan1293,1.3333300000000001,2.6254467699999995,0.13330184083375254,-9.693165240016928
Lozi,Atlantic-Congo,lozi1239,3.03363,2.75867238,0.21670232968137568,1.2688263222840235
North Tanna,Austronesian,nort2847,2.0,3.16770525,0.3120216141525095,-3.7423857740484947
Colombian Sign Language,,colo1249,2.0,2.0,0.0,
Epena,,epen1239,3.0,3.0,0.0,
Temi,Atlantic-Congo,temi1247,1.9183,1.9182999999999992,6.661338147750939e-16,1.0
Puluwatese,Austronesian,pulu1242,2.12581,3.4075709699999996,0.13488668441532362,-9.50250186336693
East Kewa,Nuclear Trans New Guinea,east2516,2.66667,3.9218866900000005,0.20523520905717885,-6.115990992804238
Kannada,Dravidian,nucl1305,3.25,3.25,0.0,
Oto,,otoo1241,3.75,3.75,0.0,
Italian,Indo-European,ital1282,2.0,3.34242676,0.15237249235902917,-8.810164743101359
Kemtuik,Nimboranic,kemt1242,2.29664,4.1043963,0.2254296812957646,-8.019158300757287
Ancient Greek,Indo-European,anci1242,2.0,3.34343648,0.15189539601715912,-8.844484528341045
Avá-Canoeiro,Tupian,avac1239,2.5,2.5,0.0,
Arabana,Pama-Nyungan,arab1267,2.25,3.48980034,0.23666614463096405,-5.238604541149024
Bamun,Atlantic-Congo,bamu1253,1.9183,1.9182999999999992,6.661338147750939e-16,1.0
Cree,Algic,cree1272,2.5,2.5,0.0,
Chipewyan,,chip1261,1.6666699999999999,2.64540352,0.10785247583254456,-9.074743184566437
Marwari (India),Indo-European,marw1260,1.5555599999999998,3.7927798,0.2675439700209295,-8.362063999517487
Mouk,Austronesian,mouk1240,2.40631,3.91477475,0.19670299827998936,-7.668743045049235
/Gwi,,gwii1239,1.8371,3.87754678,0.20770140873819706,-9.823942901475151
Tausug,Austronesian,taus1251,1.3333300000000001,2.63674451,0.124487736467332,-10.470224192260428
Ossetic,Indo-European,osse1245,2.0,2.0,0.0,
Tubar,Uto-Aztecan,tuba1279,1.58641,1.5864100000000005,4.440892098500626e-16,-1.0
Veps,Uralic,veps1250,2.0,2.0,0.0,
Nahavaq,Austronesian,sout2857,3.0,3.0,0.0,
Piegan,Algic,pieg1239,3.0,3.0,0.0,
Ritarungo,Pama-Nyungan,rita1239,1.47548,3.7383912099999996,0.22685019320079033,-9.975355004423754
Wiyot,Algic,wiyo1248,2.0,2.0,0.0,
Pawnee,,pawn1254,2.75,2.75,0.0,
Sirionó,Tupian,siri1273,1.26332,3.36885045,0.1786457460229532,-11.786065422064246
Kota (Gabon),Atlantic-Congo,kota1274,1.9161299999999999,2.96765999,0.2834964639484943,-3.7091467574390706
Maguindanao,Austronesian,magu1243,1.85513,2.09306786,0.10330114728220784,-2.3033418917408444
Chokwe,Atlantic-Congo,chok1245,2.33334,3.8171514100000006,0.1831285819125783,-8.102565937568066
Catalan,Indo-European,stan1289,2.0,3.33540617,0.15791688459576164,-8.456386240257942
Punu,Atlantic-Congo,punu1239,-0.0,1.7742300800000002,0.3802323261217983,-4.66617369989649
Nama (Papua New Guinea),,nama1266,3.10956,3.8322603699999997,0.19116062420897015,-3.7805922270371366
Alyawarr,Pama-Nyungan,alya1239,1.75,3.7997466400000004,0.2962030426300689,-6.920072872309926
Hinuq,Nakh-Daghestanian,hinu1240,2.33334,3.0772254,0.11719898960759002,-6.347199771010863
Sumbwa,Atlantic-Congo,sumb1240,2.5,2.5,0.0,
Dharumbal,Pama-Nyungan,dhar1248,3.0,3.0,0.0,
Huarijio,Uto-Aztecan,huar1255,3.0,3.0,0.0,
Macushi,Cariban,macu1259,2.15993,2.9439255400000004,0.08928475616088344,-8.780844275223284
Peoria,Algic,peor1238,2.75,2.75,0.0,
O'du,Austroasiatic,oduu1239,1.0,1.8427803800000002,0.16608526526593384,-5.074383803105892
Futuna-Aniwa,Austronesian,futu1245,2.0,2.5669407,0.15826693666938146,-3.582180283076655
Teguima,Uto-Aztecan,opat1246,2.6880599999999997,3.27881913,0.15182169814800223,-3.8911376779892377
Ngiyambaa,Pama-Nyungan,wang1291,1.6666699999999999,2.64545784,0.11059810952513795,-8.849950909672021
Sangtam Naga,Sino-Tibetan,sang1321,2.5,2.5,0.0,
Mekongga,Austronesian,meko1237,2.0,2.0,0.0,
Mele-Fila,Austronesian,mele1250,1.6666599999999998,2.8884989500000002,0.13222205077973,-9.240810763368613
Kombai,Nuclear Trans New Guinea,komb1274,2.5,2.5,0.0,
Ojibwa,Algic,ojib1241,2.90564,2.905639999999999,8.881784197001252e-16,1.0
Kamang,,kama1365,2.30378,4.118638310000001,0.22478116237986648,-8.073889692468981
Awiakay,Arafundi,awia1234,3.58333,4.10215361,0.22998209422271967,-2.2559304529923967
Sanskrit,Indo-European,sans1269,1.83333,4.1930513099999995,0.2322324736504004,-10.161030767610441
Kyaka,Nuclear Trans New Guinea,kyak1244,3.75019,3.49443013,0.16114980689185793,1.5870938658439195
Auslan,,aust1271,1.3333300000000001,2.6415319499999996,0.12780817155681987,-10.235667516911548
Kodeoha,Austronesian,kode1237,2.0,2.0,0.0,
Tomadino,Austronesian,toma1248,2.0,2.0,0.0,
Tapirapé,Tupian,tapi1254,3.5,3.5,0.0,
Yugumbir,Pama-Nyungan,yugu1249,2.0,2.85896436,0.11194063675801742,-7.673391762607417
Kwoma,,kwom1262,2.40884,4.138924509999999,0.18760518945796756,-9.221943779906043
Suundi,Atlantic-Congo,suun1239,2.55184,2.72020208,0.3017217605425131,-0.5580044332807662
Warlpiri,Pama-Nyungan,warl1254,1.67499,3.6322692699999997,0.17664817637600197,-11.08009892971587
Tasiko,Austronesian,tasi1237,3.0,3.3450478200000004,0.11776406601951038,-2.9299924133295057
Owa,Austronesian,owaa1237,2.0,2.0,0.0,
Letemboi-Repanbitip,Austronesian,lete1241,3.0,3.0,0.0,
Selk'nam,,onaa1245,2.7107799999999997,2.96145265,0.10353570250245804,-2.421122800553259
Spanish,Indo-European,stan1288,2.33333,3.35757904,0.14054058563659966,-7.287923523020132
Nyamal,Pama-Nyungan,nyam1271,2.25,3.4796913800000002,0.24121303727679314,-5.097947415623822
North Ambrym,Austronesian,nort2839,1.77078,3.26278863,0.3038580435651212,-4.9102160090760965
El Nayar Cora,Uto-Aztecan,elna1235,2.58641,2.5864100000000003,4.440892098500626e-16,-1.0
Sawi,Nuclear Trans New Guinea,sawi1257,1.0,1.0,0.0,
Wolio,Austronesian,woli1241,2.0,2.0,0.0,
Luangiua,Austronesian,onto1237,3.18872,3.0630488000000002,0.09493897467721044,1.3237050476611734
Welsh,Indo-European,wels1247,2.0,3.34359643,0.1488358744683388,-9.027369475265973
Yanomám,,yano1262,1.0,1.0,0.0,
Duala,Atlantic-Congo,dual1243,1.6,3.67923214,0.22907532851186835,-9.076630615384124
Kala Lagaw Ya,Pama-Nyungan,kala1377,2.9183,2.8289913399999995,0.0755209910766828,1.1825673726834147
Manange,Sino-Tibetan,mana1288,3.02893,3.55041276,0.2139334579119928,-2.437593282928778
Kutenai,,kute1249,3.5,3.178,0.22486885066633838,1.4319457721504762
Meskwaki,Algic,mesk1242,2.5,2.5,0.0,
Cubeo,,cube1242,2.5,3.18094016,0.17899120073281366,-3.8043219846123213
Sogeram,Nuclear Trans New Guinea,soge1235,1.82647,3.27573529,0.16162169274362864,-8.967022095845065
Kerewe,Atlantic-Congo,kere1283,1.0,1.0,0.0,
Kom (Cameroon),Atlantic-Congo,komc1235,1.5,2.2485600199999998,0.22628274889438563,-3.3080737425077857
Siwai,South Bougainville,siwa1245,3.0,3.0,0.0,
Bacanese Malay,Austronesian,baca1243,1.95011,2.70169654,0.17769550055200725,-4.229631800834644
Olal,Austronesian,olal1237,1.53064,3.6231256600000004,0.26214994949296555,-7.982018169552039
Merlav,Austronesian,merl1237,1.53579,2.69104954,0.17369256375270758,-6.651174437408759
Lauje,Austronesian,lauj1238,1.3333300000000001,2.635010109999999,0.12514923390451857,-10.4010233973394
Degexit'an,,dege1248,2.0,2.0,0.0,
Northeast Maidu,,nort2952,2.45915,3.8950875099999998,0.1872745284941332,-7.667553732727638
Inxokvari,Nakh-Daghestanian,inxo1238,2.33334,3.08244949,0.11328948430123555,-6.61234795639219
Māori,Austronesian,maor1246,3.13521,3.75716561,0.19429188713846984,-3.2011404035452014
Marquesan,Austronesian,marq1246,3.0,3.0,0.0,
Pintupi-Luritja,Pama-Nyungan,pint1250,1.75,2.96319001,0.20631041078942164,-5.880411004747052
Old-Middle Welsh,Indo-European,oldw1239,1.6,2.8739842800000006,0.21836556602880786,-5.834181199758987
Sardinian,Indo-European,sard1257,2.0,3.34237979,0.15786143025342164,-8.503532419825543
Western Armenian,Indo-European,homs1234,2.33334,3.0821580300000004,0.11249530711464856,-6.656437936889663
Western Dani,Nuclear Trans New Guinea,west2594,3.25,2.9920677999999996,0.24338416668953633,1.0597739512325044
Limilngan-Wulna,,limi1242,2.3,3.28413981,0.3003355635332984,-3.2768007838368702
Buru (Indonesia),Austronesian,buru1303,3.0,3.0,0.0,
Nyawaygi,Pama-Nyungan,nyaw1247,2.0,2.0,0.0,
Ingrian,Uralic,ingr1248,1.6666599999999998,2.88946685,0.13766253056433875,-8.882641086047027
Lewo,Austronesian,lewo1242,3.0,3.0,0.0,
Ayoreo,,ayor1240,3.3007999999999997,3.6560658000000004,0.14959332931504668,-2.374877286485171
Meru,Atlantic-Congo,meru1245,2.33333,3.8038856800000005,0.18232567426157403,-8.06554362656717
Wagaya,Pama-Nyungan,waga1260,2.0,3.62934364,0.2811273335614138,-5.795749631880107
Chavacano,Indo-European,chav1241,2.33333,3.3497532999999997,0.1419744170374015,-7.159200377151292
Tupinambá,Tupian,tupi1273,2.3929400000000003,3.3544335800000002,0.25383298339062166,-3.7878985116775183
Doutai,Lakes Plain,dout1240,3.27042,3.2156724899999998,0.10891508281730267,0.5026623364170361
Bunun,Austronesian,bunu1267,2.0,2.4857140799999997,0.3298803848745081,-1.4723945474502016
Tsonga,Atlantic-Congo,tson1249,1.76669,4.07249634,0.21533764892838503,-10.707864377059504
Tuyuca,,tuyu1244,2.0,2.77301199,0.0691650914792997,-11.176331491318182
Yurok,Algic,yuro1248,3.0,3.9410993399999996,0.19334996589698278,-4.867336467498625
Maithili,Indo-European,mait1250,1.6666599999999998,4.20059829,0.2295521281425548,-11.03861815834002
Mohawk,,moha1258,3.25,3.25,0.0,
Eel River Athabaskan,,wail1244,4.306089999999999,3.9190349500000004,0.2527035452458028,1.5316565884483873
Dupaninan Agta,Austronesian,dupa1235,2.5,2.5,0.0,
Bannock,Uto-Aztecan,bann1248,3.0,3.0,0.0,
Nyoro,Atlantic-Congo,nyor1246,1.21854,4.214543480000001,0.23690026217226862,-12.646687059473887
